Name,Age,garbage_disposal,importance_of_clean_surrounding,dental_care,sickness_prevention,clean_nails,message,study_material,likes_learning,learn_with_others,message,touch_private_parts_without_consent,approach_grownup_when_feeling_unsafe,speakup_if_touched_inappropriately,say_no_if_inappropriate_touch,physical_contact_if_uncomfortable,message
Damini Balasubramanian,10,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rohan Kar,8,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarush Bhatnagar,7,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Armaan Dutt,8,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,Yes,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Rati Khanna,10,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ivan Dave,7,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Trisha Sane,8,No,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Misha Dhingra,6,No,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Diya Bhat,7,Yes,Yes,Yes,No,Yes,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tushar Bahri,9,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ehsaan Gola,5,Yes,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Dhanush Bhargava,10,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Piya Ram,10,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Piya Anne,7,Yes,Yes,Yes,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indrajit Magar,6,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Bhavin Varma,8,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Gatik Chaudhari,8,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Miraya Apte,9,No,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarav Salvi,5,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarush Loyal,9,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ela Chokshi,6,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Jayesh Swamy,7,No,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Damini Dhingra,6,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Suhana Dalal,6,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Raghav Khanna,10,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Manikya Handa,5,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Pihu Hayre,10,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Sana Dada,8,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Prisha Wadhwa,8,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indrajit Tella,8,Yes,Yes,Yes,No,Yes,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vritika Trivedi,7,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
